,title,keywords
189,为了解密数据中台，数澜竟邀十万人围观？你还不来抢个前排？,"['数据中台', '数澜', '不来', '十万人', '抢个', '前排', '竟邀', '数栖大会']"
190,英特尔AI芯片业务的现状与未来,"['英特尔', '芯片', 'ai', '光子', 'wierzynski', 'ger', '光学', 'fpga']"
191,瓜子大数据架构首曝光：掩藏在“二手车”背后的技术思考,"['瓜子', '大数据', '技术', '平台', '数据', '数据仓库', '彭超', 'fl']"
192,拒绝遗忘：高效的动态规划算法,"['规划', '算法', '递归', 'tabulation', 'memoization', '自上而下', '斐波', 'erickson']"
193,ICML 2019 | 强化学习用于推荐系统，蚂蚁金服提出生成对抗用户模型,"['金服', '推荐系统', 'icml', '模型', '提出', 'gan', 'rl']"
194,百行代码变十行，苹果SwiftUI可视化编程让开发者惊呼完美,"['sw', 'tui', '百行', '十行', '开发者', '苹果', '编程', '可视化']"
195,智慧城市长文综述：展望未来城市，万物皆可运营,"['城市', '长文', '展望未来', '智慧城市', '综述', '数据', '政府', '平台']"
196,面对危机再次出手! 华为耗资5千万美金买下俄罗斯人脸识别公司,"['买下', '人脸识别', '华为', 'vocord', '安防', '技术', '中国安防', '收购']"
197,一文带你速览分层注意力网络在文本分类中的应用,"['速览', '分类', '应用', 'gru', '权重', '模型', 'lstm', 'good']"
198,ACL 2019 | 基于知识增强的语言表示模型，多项NLP任务表现超越BERT,"['bert', 'acl', '语言', 'nlp', '模型', '图谱', 'encoder']"
199,IWC2019 Workshop诚邀您的参与,"['iwc', 'worksh', 'op', 'mdash', '报告']"
200,轻量级神经网络：ShuffleNetV2解读,"['shufflenetv2', '神经网络', '卷积', 'flops', '分组', 'c2', 'c1', 'channel']"
201,第四期知识与认知图谱：神经机器翻译也应该嵌入「知识」,"['机器翻译', '第四期', '图谱', 'nmt', '异质', '刘洋', '深度学习', '清华大学']"
202,PointNet系列论文解读,"['po', 'net', 'int', '论文', '点云', '数据', '3d', '2d']"
203,清华张钹院士、人大文继荣院长领衔，论道AI安全与伦理,"['文继荣', '张钹', '伦理', '清华', 'ai', '人工智能', '杨田', '公共利益']"
204,前瞻研究：工业制造领域人工智能发展与趋势 | 智周报告核心版,"['工业', '核心版', '趋势', '人工智能', '技术', '深度版', '传感器', '智周']"
205,医疗机器人的临床价值≠商业价值、创新≠创业，关于产业转化，这些值得思考,"['商业价值', '机器人', '产业', '医疗', '医院', '达芬奇', '王田苗', '天智航']"
206,亚马逊、谷歌、苹果、微软以及BAT，这半年在医疗领域干了点什么,"['半年', '亚马逊', '苹果', 'bat', '医疗', '微软', '谷歌', 'alexa']"
207,别想着机器杀手满地跑了，人工智能真正的危险比这隐秘得多,"['满地跑', '想着', '人工智能', '偏见', '小图', 'ai', 'pixabay', '机器人']"
208,集多种半监督学习范式为一体，谷歌新研究提出新型半监督方法 MixMatch,"['xmat', 'mi', 'ch', '范式', '谷歌', '提出', '数据', '错误率']"
209,全球首个AI与金标准对比多中心研究发布，或将成为医疗AI验证规范,"['ai', '首个', '医疗', '冠脉', '数坤', 'cta', 'dsa', '医院']"
210,找不到合适的数据？这里有281个计算机视觉数据集任你选,"['数据', '不到', '任你选', '计算机', '视觉', 'visualdata', '据集']"
211,如何入手卷积神经网络,"['卷积', '神经网络', 'csv', 'imagenet', 'py', 'test', 'train']"
212,IEEE最新声明：解除对华为编辑和同行评审活动的限制,"['ieee', '对华', '活动', '最新', '学术交流', '发表声明', '科学', '华为']"
213,万字综述，核心开发者全面解读PyTorch内部机制,"['万字', '开发者', 'pytorch', '综述', '张量', '步幅', '调度', '代码']"
214,人工智能时代如何高效发掘数据库的价值？NL2SQL值得你关注,"['nl2sql', '数据库', '人工智能', 'sql', '数据', '查询', 'wikisql', '自然语言']"
215,解读目标检测新范式：Segmentations is All You Need,"['segmentations', 'you', 'all', 'need', '范式', 'nms', 'anchor', '复杂遮挡']"
216,智能体张量融合，一种保持空间结构信息的轨迹预测方法,"['智能体', '空间结构', '张量', '预测', 'matf', 'agent', '向量', 'lstm']"
217,CVPR声明力挺华为：同属IEEE，论文评审、参加会议无限制,"['力挺', '同属', 'ieee', '会议', 'cvpr', '华为', '论文', 'ccf']"
218,GitHub趋势榜第二名：解析、对比不同编程语言的Semantic库,"['semantic', '第二名', '编程语言', 'github', '趋势', 'json', 'graph', 'put']"
219,3天上手，30天精通！—— 深度学习FPGA加速器设计,"['fpga', '深度学习', 'hls', 'pragma', '卷积', 'iteration', 'xil']"
220,DeepMind游戏AI登上Science：雷神之锤多智能体合作，超越人类玩家,"['智能体', '雷神之锤', '游戏', 'science', '玩家', '登上', 'deep', 'ai']"
221,将文本转语音速度提高38倍，这个FastSpeech真的很fast,"['fastspeech', '真的', 'fast', '梅尔', '音素', 'tts', '持续时间']"
222,揭秘美图影像实验室MTlab的10000点人脸关键点技术,"['mtlab', '美图', '关键点', '人脸', '技术', '3dmm', '3d']"
223,微软亚洲研究院（上海）和微软-仪电人工智能创新院在沪揭牌，打造上海人工智能创新引擎和生态,"['微软', '人工智能', '仪电', '上海市', '徐汇区', '洪小文', '亚太', '副总裁']"
224,十年空缺一朝回归，百度正式任命王海峰出任CTO,"['海峰', 'cto', '回归', '百度', '技术', 'aig', '副总裁', 'acl']"
225,每类13张标注图就可从头学分类器，DeepMind新半监督模型超越AlexNet,"['alexnet', '每类', '新半', '分类器', 'deep', '模型', 'cpc']"
226,中国计算机学会CCF宣布中止与IEEE旗下组织合作,"['ccf', '中国计算机学会', '旗下', 'ieee', 'comsoc', '杜子德', 'technical', '暂时中止']"
227,MIT发明AI触觉手套：既能识别物体，又能称重，论文已上Nature,"['已上', '称重', 'nature', 'mit', '论文', 'ai', '抓握', 'stag']"
228,推理速度提升5.1倍，参数减少88%：谷歌提出新型CNN网络EfficientNet（附代码）,"['efficientnet', '参数', 'cnn', '推理', '谷歌', '代码']"
229,华人小伙瑞士创业，打造类脑芯片，要将功耗降低千倍！,"['类脑', '功耗', '小伙', '千倍', '瑞士', '芯片', '乔宁', 'aictx']"
230,全国首个人工智能创新应用先导区上海启动建设,"['首个', '应用', '人工智能', '产业', '贺仁龙', '浦东', '我国', '长三角']"
231,全国最大规模商用服务机器人生产线落成：2020年产能将达万台以上,"['产能', '万台', '大规模', '机器人', '高仙', 'ecobot', 'scrubber']"
232,用Numpy搭建神经网络第二期：梯度下降法的实现,"['梯度', '第二期', 'py', 'um', '实现', '神经网络', 'xmat', 'mat']"
233,SQL on Hadoop在快手大数据平台的实践与优化,"['sql', 'ha', '快手', 'do', '优化', 'op', '大数据', '平台']"
234,CVPR 2019 IIAI 目标计数,"['ii', 'cvpr', 'ai', 'trellis', '密度估计', 'density', 'loss']"
235,专访《时代周刊》风云人物：AI研发新药，我要提醒这几点,"['时代周刊', '我要', '几点', '专访', 'ai', '科勒', 'sitro', 'nash']"
236,DGL 作者答疑！关于 DGL 你想知道的都在这里,"['dgl', '节点', 'transformer', 'nbsp', '消息传递', '框架', 'message', '神经网络']"
237,开放数据不一定是好事儿？十大医学领域人工智能的争议性观点,"['观点', '争议性', '好事儿', '十大', '数据', '人工智能', '拟合', '卢克']"
238,这所让华为砸钱，被苹果自动驾驶频繁挖人的学校，应该被你所熟知,"['挖人', '苹果', '华为', 'eth', 'fr', '瑞士', '无人机', '技术']"
239,抛三大领域9款新品 百度智能云重拳出击边缘智能,"['智能', '重拳出击', '抛三大', '新品', '百度', 'abc', 'bie', '地图']"
240,一文教你如何处理不平衡数据集（附代码）,"['数据', '代码', 'nbsp', 'gclass', 'df', 'credit', 'fraud', 'class']"
241,如何引诱分类器犯错？南大周志华等提出用自编码器生成恶意训练数据,"['分类器', '编码器', '犯错', '周志华', '南大', '数据', '提出', 'theta']"
242,如何用OpenCV在Python中实现人脸检测,"['opencv', '人脸', '实现', 'python', 'frame', 'gray', 'rect']"
243,现实版「柯南变声器」来了，搜狗变声让你声音随心变,"['搜狗', '随心变', '柯南变声器', '陈伟', '输入法', '向量', '声纹', '模型']"
244,基于多任务学习的智能客服下文检测方法,"['客服', '多任务', '智能', 'nbsp', '向量', 'attention', 'xse', '模型']"
245,IEEE官方确认限制华为审稿：为保护会员，必须遵守美国法规,"['ieee', '美国', '华为', '期刊', '会议', 'ear', '实体名单', '美国政府']"
246,人工智能要普及，这一步必须要先行！,"['人工智能', '创达', '中科', '开发者', 'kit', '端侧', 'ai', '杨宇欣']"
247,百度大脑生态合作计划及AI市场发布会召开，升级「平台+生态」全新模式,"['生态', '平台', '百度', 'ai', 'ldquo', 'rdquo', '合作伙伴', '卖出去']"
248,解构腾讯产业互联网独门心法：「让火车与坦克接轨」,"['心法', '让火车与坦克接轨', '产业互联网', '腾讯', '智慧零售', '互联网', '优图', '腾讯云']"
249,目标检测精读 | SNIP：解决“尺度不变性”,"['sn', '不变性', 'ip', 'times', 'scale', 'tra', 'stage']"
250,面向NLP场景应用的智能辅助建模（五）特色与优势,"['建模', 'nlp', '应用', '智能', '业务人员', '模型', '复用', 'ec']"
251,第四次工业革命——2019中国极客的一次科技盛会,"['第四次', '工业革命', '极客', '科技', 'dorahacks', '黑客', '本次']"
252,极大提升合成速度，百度提出首个全并行语音合成模型ParaNet,"['paranet', '首个', '百度', '提出', '模型', '回归', '非自', 'iaf']"
253,结合符号主义和深度学习，DeepMind提出新型端到端神经网络架构 PrediNet,"['predinet', '端到端', 'deep', '深度学习', '神经网络', '提出', '此类', '单任务']"
254,从相机标定到SLAM，极简三维视觉六小时课程视频（附PPT）,"['slam', '课程', '六小时', '极简', 'ppt', '视频', '视觉', '谭平']"
255,像操纵机甲一样控制机器人：MIT「铁甲钢拳」Hermes,"['mes', '机甲', 'her', '铁甲钢拳', '机器人', 'mit', 'hermes', '操纵者']"
256,百度联合主办OCR领域顶级AI竞赛ICDAR 2019，上百支精英团队挑战超高难度文字识别,"['icd', 'ocr', '百支', '高难度', '竞赛', 'ar', '百度']"
257,临床医生的实际痛点如何解，AI准备好了吗？,"['好了吗', '痛点', 'ai', '动脉瘤', '医联', '产品', '医院', '男孩']"
258,Facebook AI Research的XLM模型：将BERT扩展成跨语言模型,"['模型', 'xlm', '成跨', 'facebook', '语言', 'research', 'bert', 'ai']"
259,【预告】『医学影像与人工智能』讲习班开始报名,"['医学影像', '报名', '讲习班', '人工智能', '斑块', '磁共振', '生物医学', '杨光']"
260,使用Intel Analytics Zoo增强腾讯TUSI身份识别的实践,"['analytics', 'zoo', 'tusi', 'tel', 'in', '腾讯', 'mac', 'spark']"
261,神经架构搜索方法知多少,"['知多少', 'cell', 'et', 'al', '优化', 'based', 'nasnet']"
262,ARM推出下一代旗舰芯片架构，GPU提升60%，「NPU」即将上线,"['npu', '芯片架构', 'gpu', 'ar', 'arm', 'a77', 'a76']"
263,性能碾压，价格仅为英特尔一半：AMD推出全新Ryzen旗舰处理器,"['ryzen', '仅为', '碾压', '处理器', 'amd', '英特尔', '3900x', '3700x']"
264,如何用PaddlePaddle实现机器翻译？,"['机器翻译', 'paddlepaddle', '实现', 'array', '源语言', 'scores', '隐层']"
265,2019自然语言处理前沿论坛：聚焦机器「读、写、说、译」，探寻NLP未来之路,"['之路', '自然语言', '论坛', 'nlp', '百度', 'ldquo', 'rdquo']"
266,一文读懂深度学习：从神经元到BERT,"['神经元', '读懂', 'bert', '深度学习', 'lstm', 'attention', 'transformer', 'token']"
267,能独当一面的家用机器人，什么时候才会出现？,"['机器人', '杰森一家', 'gbot', 'toss', '模拟', 'flip', 'mdash', 'simopt']"
268,图卷积在基于骨架的动作识别中的应用,"['卷积', '应用', 'graph', 'temporal', 'skeleton', 'ntu', 'recognition', 'action']"
269,专访院士张钹：AI奇迹难再现，深度学习技术潜力已近天花板,"['张钹', '已近', '专访', '深度学习', '技术', 'ai', '人工智能', '围棋']"
270,Keep技术开放日：运动领域的AI+IoT 可以怎么玩？,"['keep', '开放日', 'iot', '技术', 'ai', '手环', '关键点', '刘煦']"
271,CVPR 2019 | PoolNet：基于池化技术的显著性目标检测,"['显著性', 'poolnet', '池化', 'cvpr', '技术', 'ggm', 'fam']"
272,深度学习框架PyTorch为何值得学,"['pytorch', '框架', '深度学习', 'py', 'tensorflow', 'python', 'facebook', 'caffe2']"
273,吴恩达深度学习课最新补充教程：交互式demo助你轻松理解神经网络初始化,"['初始化', 'demo', '吴恩达', '交互式', '教程', '最新', '深度学习', '神经网络']"
274,秒杀高精地图？MIT&丰田称仅靠简单地图和视觉就可让无人车适应新环境,"['地图', '丰田', '仅靠', '高精', '秒杀', '视觉', 'mit', '汽车']"
275,北大获中国首个WWW大会最佳论文奖，提出ELSA跨语言情感分析模型,"['www', '跨语', '获中国', '分析模型', 'lsa', '北大', '首个', '论文']"
276,如何用Paddle Fluid API搭建一个简单的神经网络？这里有一份编程指南,"['fluid', 'paddle', 'api', '编程', '神经网络', 'layer', 'quot']"
277,前瞻研究：餐饮酒店行业人工智能发展与趋势 | 智周报告核心版,"['核心版', '趋势', '人工智能', '技术', 'fr', '无人化', '落地', '机器人']"
278,任正非：这不是华为最危险的时候，而是最佳状态,"['任正非', '华为', '美国', '抓起', '教育', '操作系统', '芯片', '对华']"
279,一文带你了解卷积神经网络CNN的发展史,"['发展史', 'cnn', '卷积', '神经网络', 'hubel', 'wiesel', '何凯明', 'faster']"
280,「无中生有」的AI，除了换脸，也有正规用途,"['换脸', 'ai', '视频', '广告', '影谱', 'video', '科技', '技术']"
281,将智能「赠予」消费者，医疗AI离C端支付还有多远？,"['消费者', '多远', '医疗', '智能', 'ai', '医院', '人工智能', '健海']"
282,大陆唯一晋级全球决赛团队: 比硬核AI更重要的是你的商业模式 | 独家,"['商业模式', '硬核', 'ai', '法律', '潘悦', '区块', '比赛', '公共服务']"
283,科大讯飞也推AI智能硬件，K12「知识图谱型」AI教育「真香」？,"['教育', '知识图谱型', '真香', '科大', '硬件', 'ai', '智能']"
284,ACL 2019 | 清华等提出ERNIE：知识图谱结合BERT才是「有文化」的语言模型,"['ernie', '图谱', '语言', 'bert', 'acl', '清华', '模型', '提出']"
285,一次发布有多个发行版，为什么Python发行包会这么难？,"['发行版', '多个', '包会', 'python', 'pypi', 'ary', 'wheels', '布下']"
286,手把手教你将矩阵画成张量网络图,"['矩阵', '网络图', '画成', '张量', '节点', '向量', '索引', '字符串']"
287,读博熬不住了，拿个硕士学位投身业界如何？看过来人怎么说,"['读博', '硕士学位', '熬不住', '拿个', 'ta', '博士', 'phd', '工作']"
288,《人工智能北京共识》正式发布  北京智源人工智能研究院人工智能伦理与安全研究中心在京揭牌,"['人工智能', '智源', '人工智能北京共识', '伦理', '许强', '北京市', '科学技术委员会', '曾毅']"
289,UIUC联合IBM、Inspirit IoT推出最新DNN/FPGA协同设计方案，助力物联网终端设备AI应用,"['fpga', '终端设备', 'uiuc', 'nn', '设计方案', 'spirit', 'iot', 'ibm']"
290,「最好的语言」PHP在2019年：缺点还有，但会变得更好,"['php', '但会', '变得', '最好的语言', '更好', '语言', '框架']"
291,挑战目标跟踪算法极限，商汤开源SiamRPN系列算法解读,"['算法', 'siamrpn', '商汤', '开源', 'dasiamrpn', 'eccv', 'quot', 'siamese']"
292,「每章都能当做一篇博士论文」：闫令琪获SIGGRAPH 2019最佳博士论文奖,"['闫令琪', '每章都能当做一篇博士论文', '博士论文', 'siggraph', '蒙特卡洛', '图形学', '论文']"
293,面向NLP场景应用的智能辅助建模（四）本体表达式发现,"['表达式', '建模', 'nlp', '应用', '智能', 'ldquo', 'rdquo', '业务人员']"
294,腾讯AI Lab推进医疗全流程覆盖：辅诊导诊精度再升级、布局三类病理AI研究,"['辅诊', 'ai', '三类', '精度', 'lab', '医疗', '腾讯', '准确率']"
295,刷新WIDER Face多项记录！创新奇智提出高性能精确人脸检测算法,"['face', 'wider', '奇智', '高性能', '人脸', '算法', '提出', 'anchor']"
296,人脸检测榜单WIDER FACE最新排名：创新奇智AInnoFace算法夺冠,"['face', '奇智', 'wider', '排名', 'no', '人脸', '榜单', '算法']"
297,基于文档门控制器的开放域问答,"['控制器', '问答', '模型', '归一化', '自举', '门控', '偏置', '数据']"
298,Synergy Research报告：BAT牢牢占据中国云计算市场第一阵营,"['中国云', 'synergy', 'research', '报告', 'bat', '百度', '智能', '视频']"
299,GitHub推出「打赏」功能，全球最大同性交友平台将迎来更多开源工作？,"['打赏', '交友平台', '迎来', '工作', 'github', '开源', 'sponsor', '开发者']"
300,南大周志华、俞扬、钱超最新力作：《演化学习：理论与算法进展》正式上线,"['俞扬', '钱超', '理论', '周志华', '南大', '算法', '最新', 'ea']"
301,四两拨千斤：130公斤四足机器人拖动3吨重飞机,"['四足', '吨重', '四两拨千斤', '拖动', '机器人', 'hyqreal', 'iit']"
302,投稿也要抢：NeurIPS 2019论文投稿截止，服务器宕机，你投上了吗？,"['neur', '宕机', '投上', 'ip', '论文', 'dead', 'larochelle']"
303,出门问问发布AI儿童手表TicWatch Kids,"['儿童', '问问', 'ticwatch', 'ids', 'ai', '智能', '全栈', '双频']"
304,科大讯飞的To C 能走多远?,"['to', '科大', '翻译机', '产品', '消费者', 'bg', '总营收', 'nuance']"
305,10个数据科学家常犯的编程错误（附解决方案）,"['数据科学', '解决方案', '编程', 'data', 'py', 'd6t', 'csv']"
306,解码癌症，人工智能如何超越医生？,"['癌症', '人工智能', '进化树', '生存期', '博士', 'fman', 'snyder', 'cancer']"
307,告别低分辨率网络，微软提出高分辨率深度神经网络HRNet,"['高分辨率', 'hrnet', '低分辨率', '深度', '微软', '神经网络', '提出', '卷积']"
308,ARM停止授权，华为迎来最严峻挑战，任正非：投资千亿打造全球最强信息产业,"['最强', '信息产业', '千亿', '迎来', 'ar', '任正非', '投资', '华为']"
309,ICRA 2019最佳论文公布：斯坦福大学李飞飞组获奖,"['icra', '斯坦福大学', '飞组', '李飞', '论文', '模态', 'tactile']"
310,蒙娜丽莎.gif：三星新研究用一张图像合成动图，无需3D建模,"['蒙娜丽莎', '动图', '三星', '3d', '建模', 'landmark', 'shot', 'few']"
311,2.7亿份阅片、470万次导诊，腾讯已经切入医疗核心,"['万次', '阅片', '亿份', '腾讯', '医疗', '医院']"
312,每个开发者都应该了解的一些C++特性,"['开发者', 'lambda', 'constexpr', 'auto', 'tuple', 'quot', 'std', '作用域']"
313,清华大学和微软研究院联合发布的“开放学术图谱（OAG）2.0版本”数据完善,"['oag', '图谱', '清华大学', '微软', '数据', '论文', 'am']"
314,前瞻研究：电商领域人工智能发展与趋势 | 智周报告核心版,"['电商', '核心版', '趋势', '人工智能', '技术', '搜图', '以图', '平台']"
315,"HBO新剧《切尔诺贝利》的大火, 再次确认了工业机器人的存在意义","['切尔诺贝利', 'hbo', '大火', '新剧', '工业', '机器人', '这部', '事故']"
316,更胜一筹！早期诊断肺癌，这款AI已超越人类医生！,"['更胜一筹', '这款', '肺癌', 'ai', 'ct', 'lung', 'cancer', '放射科']"
317,百度10篇论文被自然语言处理顶级会议ACL 2019录用,"['自然语言', 'acl', '会议', '百度', '论文', '摘要']"
318,kaggle季军新手笔记：利用fast.ai对油棕人工林图像进行快速分类（附代码）,"['fastai', '人工林', 'kaggle', '分类', '代码', 'nbsp', 'auc']"
319,腾讯推出“妲己”智能机器人 启动IP机器人合作计划,"['机器人', '妲己', 'ip', '腾讯', '智能', 'fr', '游戏', '合作部']"
320,Rokid上线TTS语音开放平台 用户可在线体验多款角色语音合成效果,"['rokid', 'tts', '多款', '开放平台', '合作伙伴', '猪猪', '技术支持', '中英文']"
321,五大重磅升级，腾讯云AI携手合作伙伴共建产业互联网,"['腾讯云', '合作伙伴', '五大', '产业互联网', 'ai', '大数据', '王龙', '落地']"
322,腾讯优图贾佳亚：AI进入产业应用时代，计算机视觉技术应用呈现三大趋势,"['应用', '贾佳亚', '优图', '三大', '计算机', '视觉', '腾讯', '产业']"
323,人工智能改变游戏未来？网易伏羲AI Lab展示游戏开发黑科技,"['游戏', '伏羲', '网易', 'lab', '黑科技', '人工智能', 'ai', '李仁杰']"
324,UC伯克利造出会「轻功」的机器人，飞檐走壁，一条腿跳遍天下,"['uc', '轻功', '跳遍', '伯克利', '造出', '机器人', 'salto', 'yim']"
325,我这个人不懂什么CPU，于是我用代码模拟出了一个,"['cpu', '模拟出', '我用', '代码', '寄存器', 'scott', '计算机', '编写程序']"
326,清华AI研究院里程碑事件：成立「智能人机交互研究中心」，发布四大开放平台,"['智能人机交互研究中心', '四大', '开放平台', '清华', 'ai', '清华大学', '数据库', '智能']"
327,Pythia：Facebook最新开源的视觉、语言多任务学习框架,"['pythia', '多任务', 'facebook', '框架', '语言', '视觉', '最新', '开源']"
328,腾讯公布医疗健康业务成绩单，七大新科技助力智慧医疗,"['七大新', '智慧医疗', '成绩单', '助力', '医疗', '腾讯', '科技', 'ai']"
329,智能问答助手、3D可视化展示，腾讯医典“黑科技”助力科普更有温度,"['医典', '问答', '黑科技', '3d', '可视化', '助力', '腾讯', '智能']"
330,CVPR 2019 | 告别低分辨率网络，微软提出高分辨率深度神经网络HRNet,"['高分辨率', 'hrnet', '低分辨率', '深度', '微软', 'cvpr', '神经网络', '提出']"
331,GIL 已经被杀死了么？,"['gil', '杀死', '解释器', 'channel_id', 'int', 'cpython', 'erpreters', 'erpreterschannel']"
332,复旦大学邱锡鹏教授：词法、句法分析研究进展综述,"['句法分析', '研究进展', '邱锡鹏', '复旦大学', '综述', '分词', '中文', '模型']"
333,图卷积实战——文本分类,"['分类', '卷积', 'p_ij', 'self', 'gcn', 'df', 'tfi', 'quot']"
334,PaddlePaddle实战 | 情感分析算法从原理到实战全解,"['全解', 'paddlepaddle', '算法', 'dim', 'quot', 'lstm', 'fluid']"
335,机器学习和深度学习中值得弄清楚的一些问题,"['弄清楚', '深度学习', '正则', '梯度', '回归', '化项', '矩阵', '抽样误差']"
336,CVPR2019 Oral | SWF：边窗滤波，一篇非深度学习的论文,"['边窗', 'swf', 'oral', 'cvpr', '深度学习', '论文', 'side']"
337,"图森未来与美国邮政达成合作,为其提供无人驾驶运输服务","['图森', '无人驾驶', '美国', '亚利桑那州', '德克萨斯州', '卡车', '这条', '商业化']"
338,斯坦福后空翻机器人设计、代码全开源，成本降至3000美元，人人皆可DIY,"['全开', '降至', 'diy', '斯坦福', '机器人', '代码', 'doggo']"
339,寒武纪分形冯诺依曼机器学习计算机如何提高编程效率？,"['依曼', '冯诺', '分形', '寒武纪', '编程', '计算机']"
340,神奇的推荐系统：用得好，销量倍增,"['推荐系统', 'netflix', '亚马逊', '触摸巅峰', '数据', '电影', '预测', '新颖性']"
341,谷歌新模型提升肺癌筛查率：相关研究登上Nature Medicine,"['肺癌', '筛查', 'medic', 'nature', '登上', '谷歌', '模型', 'ct']"
342,任正非回应一切：美国政客的做法低估了我们的力量,"['任正非', '美国', '华为', '5g', '安卓', '谷歌', '临时许可']"
343,动量迭代式对抗噪声生成方法 | VALSE2018年度杰出学生论文奖,"['动量', 'valse', '迭代', '论文', '攻击', '白盒', '黑盒']"
344,IDC发布2018年中国AI基础架构市场报告：浪潮第一，16卡GPU服务器销售激增,"['基础架构', 'gpu', '浪潮', 'idc', '市场报', '销售', '中国']"
345,互联网下半场：腾讯亮出首份产业互联网成绩单,"['互联网', '亮出', '首份', '产业互联网', '成绩单', '腾讯', '中台', '刘炽平']"
346,距离AI风口1000公里的生死时速,"['生死时速', 'ai', '光谷', '汉正街', '老王', '电脑城', '城市']"
347,从疾病筛查到临床治疗，图玛深维打造肺癌智能诊疗闭环,"['图玛', '深维', '肺癌', '筛查', '闭环', '智能', '医疗', '李钟']"
348,教你使用简单神经网络和LSTM进行时间序列预测（附代码）,"['lstm', '序列', '预测', '代码', '神经网络', 'test', 'nn']"
349,创意、效率、协同，集智于库 | 小库在京发布新品,"['小库', '集智于', '新品', '楼型', '地块', 'koolplan', '科技', '柏涛']"
350,漂亮！商汤EDVR算法获NTIRE 2019 视频恢复比赛全部四项冠军，代码将开源！,"['edvr', '比赛', 'ntire', '视频', '商汤', '算法', '开源', '代码']"
351,CVPR 2019 Oral 亮风台提出端到端投影光学补偿算法，代码已开源,"['光学', '亮风台', 'oral', '端到端', '算法', 'cvpr', '开源', '代码']"
352,前瞻研究：零售行业人工智能发展与趋势 | 智周报告核心版,"['核心版', '趋势', '人工智能', '新型零售', '技术', '京东', '消费者', '供应链']"
353,AI芯片最重要的是什么？Arm中国：背后的软件生态,"['arm', '最重', '中国', '芯片', 'ai', '周易', 'pu', 'teng']"
354,构建手机新护城河 华为IoT业务大提速,"['大提速', 'iot', '华为', 'hil', '美的', '云云对接', '平台', '智能家居']"
355,使用Python的OpenAI Gym对Deep Q-Learning的实操介绍（附学习资源）,"['learn', 'gym', '资源', '实操', 'openai', 'deep', 'python', '游戏']"
356,数据堂开源1505小时中文普通话语音数据集,"['数据', '中文', '开源', 'gmm', 'hmm', 'kaldi', 'openslr']"
357,家庭医生签约进入深水区，智慧家医模式实践能否撬动千亿级市场？,"['家庭医生', '撬动', '家医', '千亿', '深水', '全科', '公共卫生', '医疗']"
358,在12家科技创业公司工作后，这是我的8条经验,"['工作', '科技', '产品', '数据', 'ai', '数据科学', 'daniel']"
359,清华大学和京东发表于KDD 2019的全新强化学习框架FeedRec,"['feedrec', '京东', 'kdd', '清华大学', '框架', 'user', 'engagement']"
360,图灵奖得主、AI先驱Raj Reddy：告别996，人工智能让人类每天只工作一个小时,"['dy', 'raj', 'red', '工作', '图灵奖', '人工智能', 'ai']"
361,华为安卓「牌照」被禁：谷歌停止与华为业务往来,"['华为', '安卓', '被禁', '谷歌', '美国', '特朗普', '芯片', '政府']"
362,OpML 2019提前看：模型表现预测与分布式机器学习,"['分布式', 'opml', '预测', '模型', 'mpp', '算法', 'tony']"
363,检出率达95.78%！一致性出色！武汉协和医院披露结节AI临床试验结果,"['检出率', '一致性', '武汉协和医院', '临床试验', 'ai', '检出', '服务中心']"
364,这家腾讯投资的竞技机器人让你用体感操控实体「王者荣耀」英雄,"['王者荣耀', '体感', '投资', '机器人', '腾讯', '招俊健', 'ker', '机器之心']"
365,耐能AI芯片终面世，打的什么算盘？,"['耐能', '芯片', 'ai', 'kl5', '刘峻诚', '3d', '智能', '算力']"
366,在线教育与智慧学习中国峰会2019将于6月在沪召开！,"['在线教育', '教育', '科技', '风投', '企业', '中国']"
367,Hinton等人新研究：如何更好地测量神经网络表示相似性,"['相似性', '更好', 'int', '神经网络', 'cka', 'cca', '不变性', 'cif']"
368,280万分割掩码，谷歌Open Images数据集再更新,"['掩码', 'open', 'es', 'mag', '集再', '谷歌', '数据']"
369,清华成立人工智能学堂班：姚期智任首席教授，9月开招本科生,"['姚期智', '人工智能学堂班', '开招', '清华', '清华大学', '人工智能', '智班', '量子']"
