,title,keywords
370,Python 2.7终结于7个月后，这是你需要了解的3.X炫酷新特性,"['3x', '炫酷', 'python', 'armor', 'py', 'quot']"
371,语音版deepfake出现：从文本到逼真人声，被模仿者高呼真得可怕,"['语音版', 'deepfake', '模仿者', '人声', '高呼', 'dessa', 'rogan', 'joe']"
372,琼恩·雪诺和龙母的孩子会长啥样？让StyleGAN告诉你,"['style', '琼恩', '啥样', '雪诺', '和龙', 'gan', '生成器', '向量']"
373,Dropout的前世与今生,"['dr', 'out', 'op', '掩膜', '神经元', '权值', '提出', '变分']"
374,资金只够支撑10个月，自动驾驶致命事故重演：特斯拉陷入困境,"['特斯拉', '事故', '只够', '陷入困境', '马斯克', 'model', 'aut']"
375,TensorFlow什么的都弱爆了，强者只用Numpy搭建神经网络,"['只用', 'py', 'um', 'tensorflow', '神经网络', 'ensions', 'parameters', 'dist']"
376,优必选与腾讯云达成战略合作，携手共建人工智能产业生态,"['优必选', '腾讯云', '产业', '人工智能', '腾讯', '副总裁', '机器人', '周剑']"
377,微软小冰在中央美院「毕业」，即将开启个人画展,"['小冰', '中央美院', '微软', '画作', '人工智能', '艺术', '元春', '李笛']"
378,第三届世界智能大会举办，禾多科技驶上宁静高速,"['第三届', '驶上', '科技', '智能', 'holopilot', '倪凯', '量产', '线束']"
379,Pywick：追求功能完备的PyTorch高级训练库,"['pywick', 'pytorch', 'achai', 'regularizers', 'cons', 'backs', '源地址', 'ah']"
380,亮风台CVPR 2019 oral 论文：端到端的投影仪光学补偿,"['光学', '亮风台', 'oral', '端到端', 'cvpr', '论文', 'compennet']"
381,百度一季度净亏损超3亿元，搜索公司总裁向海龙即日辞职,"['海龙', '公司总裁', '净亏损', '一季度', '百度', '去年同期', '李彦宏']"
382,天生一对，硬核微分方程与深度学习的「联姻」之路,"['微分方程', '天生一对', '硬核', '深度学习', '董彬', 'odesolver', '欧拉', 'odenet']"
383,十四年的NYU教学精华，开放书《机器学习基础》第二版可以下载啦,"['机器学习基础', 'nyu', '十四年', '本书', 'mohri', 'mehryar', '书籍', '课程']"
384,践行科技向善，腾讯优图发布AI手语翻译机,"['翻译机', '科技向善', '优图', '腾讯', 'ai', '听障', '信息无障碍', '词级']"
385,批归一化和Dropout不能共存？这篇研究说可以,"['归一化', 'dr', 'out', '这篇', 'op', 'ic', 'batchnorm', 'cif']"
386,手把手教你从有限的数据样本中发掘价值（附代码）,"['代码', '数据', 'nbsp', 'tags', 'tokens', 'disclosed', 'ion', 'format']"
387,辉瑞、BMS、阿斯利康等大型医药公司，如何使用AI加速药物研发？,"['bms', '辉瑞', '医药公司', '阿斯利康', 'ai', 'concerto', 'cancerl', 'oxford']"
388,微软论文解读：用于视觉对话的多步双重注意力模型,"['多步', '视觉', '微软', '模型', '论文', 'reason', 'rnn', 'step']"
389,秒变“女装大佬”！Snapchat推出性别转换滤镜，离线实时渲染（附测评）,"['滤镜', 'snapchat', '测评', '离线', '大佬', 'gan', 'cycle', 'eric']"
390,PaddlePaddle实战 | KDD Cup Regular ML Track 基线实现解析,"['基线', 'cup', 'regular', 'track', 'ml', 'kdd', 'paddlepaddle', '实现']"
391,精度高、模型小、速度快！梯形DenseNets结构实现语义分割新高度！,"['densenets', '速度快', '精度高', '实现', '模型', 'blocks', '算法', 'cityscapes']"
392,腾讯优图实验室AI手语识别研究白皮书,"['优图', '腾讯', 'ai', '听障', '翻译机', '障者', '优图ai手语翻译机', 'nbsp']"
393,面向NLP场景应用的智能辅助建模（三）要素树和概念树建模,"['建模', 'nlp', '应用', '智能', 'ldquo', 'rdquo', '聚类', 'dinfo']"
394,关于图算法 & 图分析的基础知识概览,"['基础知识', '算法', '节点', 'nbsp', '网页', 'pagerank', '权重', '最短']"
395,重建「巴别塔」：谷歌推出全新端到端语音翻译系统,"['巴别塔', '系统', '端到端', '谷歌', 'translatotron', '声谱', '模型', '序列']"
396,太極：MIT华人学神开源的计算机图形库,"['太極', '图形库', '学神', '计算机', 'mit', '开源', '图形学', 'fang']"
397,快到没朋友的YOLO v3有了PaddlePaddle 预训练模型,"['yolo', 'v3', '快到', 'paddlepaddle', '模型', 'coco', 'py', 'iou']"
398,2018 ACM博士论文奖公布：伯克利博士获奖，清华姚班马腾宇荣誉提名,"['马腾宇', 'acm', '博士论文', '博士', '姚班', '伯克利', '清华']"
399,获高通阿里投资后，耐能推出首颗为3D人脸识别定制的AI芯片,"['耐能', '首颗', '人脸识别', '高通', '3d', '投资', '芯片', '阿里']"
400,无延迟响应的Local Home SDK能帮助谷歌在智能语音赛道弯道超车吗？,"['sdk', 'home', 'local', '赛道', '谷歌', '智能', '集线器', '智能家居']"
401,准确率超90%！AI预测心脏病发作及死亡率远胜人类,"['心脏病', '准确率', '远胜', '预测', 'ai', '变量', 'pet']"
402,智能添翼助力实体经济腾飞，“智能+实体经济”深度融合发展论坛在沪举办,"['智能', '经济腾飞', '添翼', '论坛', '助力', '深度', '人工智能', '演讲']"
403,ICLR 2019论文主题 | RL最受欢迎，RNN下降幅度最大，GAN仍在继续发展,"['rl', 'rnn', '受欢迎', 'iclr', 'gan', '论文', '自动机']"
404,旷视「智见AI」SpringCamp圆满结营 （附回放链接）,"['gcamp', 'spr', '智见ai', '结营', '旷视', '报告', '检测器', '几何形']"
405,9大核心特性，3大场景集成方案，百度大脑发布UNIT3.0智能对话引擎,"['unit30', '大场', '百度', '智能', '问答', '专属', '开发者', '对话管理']"
406,自动化所宗成庆研究员：108页PPT干货读懂NLP的过去与现在,"['所宗成庆', 'ppt', '自动化', '干货', '读懂', 'nlp', '自然语言']"
407,旧金山，全球首个禁用人脸识别的城市,"['旧金山', '人脸识别', '城市', '首个', '技术', 'francisco', 'san', 'facial']"
408,论文提交数量爆炸式增长，最大规模NLP会议ACL 2019放榜,"['爆炸式', 'acl', '大规模', '会议', 'nlp', '论文', 'ac']"
409,GitHub最热！码代码不得不知的所有定律法则,"['最热', 'github', '代码', '接口隔离', '里氏', '读取', '依赖于', '帕金森']"
410,常用的模型集成方法介绍：bagging、boosting 、stacking,"['boost', 'bagging', 'stack', '模型', '弱学习器', '测数据', '集成模型', '方差']"
411,ThinkNet：迄今为止最简单的语言建模网络,"['knet', 'th', '语言', '建模', '步长', 'delta', '模型', 'tn']"
412,新增两大业务线，发布11款AI新品，商汤说一切为了AI普惠,"['商汤', '务线', '普惠', '新增', 'ai', '新品', 'sense']"
413,微软人工智能和物联网实验室正式启用，首批30家企业入驻,"['和物', '入驻', '企业', '微软', '人工智能', '张江', '浦东新区']"
414,KDD 2018最佳论文解读 | 图神经网络对抗攻击,"['对抗攻击', 'kdd', '论文', '神经网络', '节点', '攻击', '共现']"
415,为何巨头纷纷投入服务器AI芯片市场？,"['芯片', 'ai', '人工智能', '依图', 'nvidia', '服务器端', '竞争', '终端']"
416,人工智能时代计算机架构的趋势与挑战,"['计算机', '趋势', '人工智能', 'tpu', 'asic', '观点', 'nbsp', 'google']"
417,面向NLP场景应用的智能辅助建模（二）--本体树建模,"['建模', 'nlp', '应用', '智能', '聚类', '节点', '分类', '拖拽']"
418,智慧家庭医生专题报告：调研工作站落地进展，解决家医服务五大痛点，效率提升5~10倍,"['家庭医生', '工作站', '专题报告', '家医', '痛点', '五大', '落地']"
419,从Densebox到Dubox：更快、性能更优、更易部署的anchor-free目标检测,"['dubox', 'densebox', 'anchor', '更快', '更优', 'free', '检测器', 'nbsp']"
420,NAVER提出字符级别的文本检测网络：CRAFT,"['craft', 'naver', '提出', 'score', 'region', 'label', 'aff', 'ity']"
421,C3F：首个开源人群计数算法框架,"['c3f', '框架', '首个', '算法', '开源', 'sht', 'vgg', '标准差']"
422,手把手教你用Python构建你的第一个多标签图像分类模型（附案例）,"['教你用', '第一个', '分类', 'python', '模型', 'nbsp', 'img']"
423,性能超越何恺明Mask R-CNN！华科大开源图像分割新方法,"['mask', '何恺明', 'cnn', '科大', '开源', 'stance', 'scor', '蒙版']"
424,AI改变患者护理方式，脑部影像新锐公司募资1800万美元,"['脑部', '募资', 'ai', 'icometrix', 'icobra', 'forestay', 'capital']"
425,如何自学MIT的应用数学课程？这里有个参照给你,"['数学课程', '有个', 'mit', '应用', 'mathematics', 'courses', 'ocwmitedu', 'fall']"
426,ICLR 2019 | 骑驴找马：利用深度强化学习模型定位新物体,"['骑驴找马', 'iclr', '深度', '模型', 'rdquo', 'ldquo', '马克杯']"
427,在亚马逊，你甚至不需要兄弟,"['亚马逊', '机器人', '物流', '自动化', '消息人士', 'cmc', '美国', '巴尔的摩']"
428,RNN失宠、强化学习风头正劲，ICLR 2019的八点参会总结,"['参会', '正劲', 'rnn', 'iclr', 'et', 'al', '论文']"
429,理论优美的深度信念网络，Hinton老爷子北大最新演讲,"['演讲', '理论', '北大', 'int', '深度', '最新', 'rbm', '玻尔兹曼']"
430,UI2CODE智能生成代码——组件识别篇,"['ui2code', '代码', '智能', '控件', '连线', 'connection', 'ldquo', 'rdquo']"
431,「跨界」碰撞！当AI大佬遇上量化对冲基金之王,"['对冲', '跨界', '之王', '量化', '遇上', '大佬', 'ai', '人工智能']"
432,自动驾驶中的障碍物行为预测,"['预测', '网格', '算法', '规划', '感知', 'nbsp', '主车', 'subfigure']"
433,瑞士类脑芯片公司aiCTX开源脉冲神经网络仿真平台,"['aictx', '类脑', '瑞士', '平台', '芯片', '开源', '神经网络', 'sinabs']"
434,如何在BigQueryML中使用K-均值聚类来更好地理解和描述数据（附代码）,"['聚类', 'bigqueryml', '更好', '数据', '代码', '站点', 'cluster', 'station']"
435,AI“听音”辨别儿童抑郁，有望改善儿童心理健康,"['儿童', '儿童心理', '听音', 'ai', '内化', '行为障碍', '响起', '心理健康']"
436,车载小程序：BAT车联网的又一个战场,"['小程序', '车载', 'bat', '百度', '车企', '腾讯', '汽车', 'alios']"
437,人工智能芯片行业布局和投资前景分析,"['投资', '芯片', '人工智能', '商汤', '科技', '融资', '寒武纪', '依图']"
438,PaddlePaddle升级解读 | 基于会话的最优推荐模型SR-GNN,"['sr', '最优', 'nn', 'paddlepaddle', '模型', 'item', 'session', '推荐系统']"
439,轻量级卷积神经网络的设计,"['卷积', '神经网络', 'gmac', 'macs', 'stride', 'conv2d', 'relu']"
440,GAN生成图像综述,"['gan', '综述', '生成器', 'vae', 'cycle', '模型', 'pix2pix', 'l1']"
441,不用挨个数数，DNN也能「一眼看出」目标数量,"['一眼看出', '数数', 'nn', '网络单元', '数量感', '研究者', '神经元', '选择性']"
442,商汤开源最大目标跟踪库PySOT，代码已正式上线！,"['pysot', '商汤', '开源', '代码', 'py', 'siamrpn', 'stall', 'siammask']"
443,陈天奇：深度学习编译技术的现状和未来,"['陈天奇', '深度学习', '技术', '编译器', '优化', '算子', 'poly', 'tvm']"
444,GAN初创者另有其人？IanGoodfellow：只是纯策略版本,"['ellow', 'df', 'iangoo', '纯策略', 'gan', 'goo', 'ian', 'olli']"
445,前瞻研究：日本农业人工智能发展与趋势 | 智周报告核心版,"['农业', '日本', '核心版', '趋势', '人工智能', '技术', '智能', '智周']"
446,华为发布Atlas系列新品，强大算力引领AI未来,"['atlas', '算力', 'ai未来', '引领', '新品', '华为', '智能', 'ai']"
447,顶尖AI投资人齐聚首！首届百度AI技术投资营正式召开,"['投资人', 'ai', '投资', '百度', '技术', '创企', '平台', '深度学习']"
448,为你介绍7种流行的线性回归收缩与选择方法（附代码）,"['回归', '代码', 'nbsp', 'lasso', 'mae', 'ridge', 'model', 'pls']"
449,AIWIN：AI医疗下一个创新热点或面向临床需求,"['win', 'ai', '医疗', 'ldquo', 'rdquo', '人工智能', '硬件', '合伙人']"
450,e成科技员工Bot问题相似度演进之路,"['bot', '科技', '模型', '向量', 'query', 'nbsp', '深度学习', 'question']"
451,CVPR 2019：一个高阶张量搞定整个全卷积网络,"['高阶', '搞定', '张量', '卷积', 'cvpr', '压缩率', '参数']"
452,性能提升19倍，DGL重大更新支持亿级规模图神经网络训练,"['dgl', '亿级', '神经网络', 'pyg', '节点', 'v03']"
453,ICML 2019论文接收结果可视化：清华、北大、南大榜上有名,"['榜上有名', 'icml', '北大', '南大', '可视化', '清华', '论文']"
454,从第一台计算机共同成长为AI大牛，Bengio兄弟不为人知的故事,"['不为人知', '第一台', 'bengio', '大牛', '计算机', 'ai', 'yoshua', 'samy']"
455,一场中国车企办的自动驾驶大会究竟在讨论什么？,"['中国车', '企办', '地图', '高精', '事故', '激光雷达', '5g', '车上']"
456,GitHub放出重大更新：加入免费软件包管理服务,"['软件包', '放出', 'github', 'registry', 'package', '代码', 'maven', 'ruby']"
457,不得了，Deepfake新应用还能「复活」逝去的人,"['逝去', 'fake', 'deep', '应用', '达利', 'deepfake', 'lives', 'mid']"
458,没有三年实战经验，我是如何在谷歌云专业数据工程师认证中通关的,"['工程师', '专业', '歌云', '实战经验', '数据', 'cloud', 'google', '课程']"
459,TensorLayer 2.0：保有最多官方神经网络层的通用 Python 库,"['layer', 'tensor', '网络层', 'python', '董豪', '深度学习', '开源']"
460,"不能因为小钱赌上自己的命, 这才是Waymo对马斯克""激光雷达无用论""的正确驳斥","['激光雷达', '马斯克', 'waymo', '这才', '赌上', '无用论', '特斯拉', '摄像头']"
461,强人工智能离我们还有多远？,"['多远', '人工智能', '人脑', 'ai', '神经元', '生物', '突触', '智能']"
462,英伟达又火了一篇图像转换论文，我们竟然用来吸猫,"['吸猫', '伟达', '论文', 'funit', 'few', 'shot', '源类', '模型']"
463,人工智能开放创新平台简介,"['平台', '人工智能', 'tel', 'ai', 'nbsp', 'xeon', 'in', '产业']"
464,当计算机图形学遇上深度学习，针对3D图像的TensorFlow Graphics面世,"['graphics', '图形学', '遇上', 'tensorflow', '3d', '计算机', '深度学习', 'colabsandboxgooglecom']"
465,NLP生成任务超越BERT、GPT！微软提出通用预训练模型MASS,"['mas', 'gpt', 'bert', 'nlp', '微软', '提出', '模型', '序列']"
466,在TensorFlow+Keras环境下使用RoI池化一步步实现注意力机制,"['roi', '一步步', '池化', 'keras', 'tensorflow', '实现', 'pooled_height', 'pooled_width']"
467,「爬行者智能系统」亮相2019吉利汽车技术日，全球首个智慧城市示范区落子杭州湾,"['汽车', '杭州湾', '爬行者智能系统', '示范区', '落子', '智慧城市', '首个', '技术']"
468,百度王海峰：新一代人工智能技术如何促进产业智能化,"['新一代', '海峰', '产业', '百度', '技术', '人工智能', '图谱', '应用']"
469,依图科技高调杀入AI芯片领域：人工智能老兵的新想法,"['依图', '杀入', '芯片', '科技', '人工智能', 'ai', 'questcore', 'trade']"
470,百亿资金投入科研，医学知识图谱数据过百万，平安挺进「智慧医疗」,"['智慧医疗', '医学知识', '资金投入', '百亿', '图谱', '数据', '医院', '医疗']"
471,CVPR | 智能体张量融合，一种保持空间结构信息的轨迹预测方法,"['空间结构', '智能体', '张量', '预测', 'cvpr', 'nbsp', 'matf', 'agent']"
472,人工智能变革医疗领域，谷歌和哈佛科学家认为的最大助力是？,"['哈佛', '科学家', '助力', '医疗', '谷歌', '人工智能', '模型', '数据']"
473,6大亮点，3大特色，150+知名嘉宾聚首，2019全球新经济年会将于6月在上海拉开帷幕,"['拉开帷幕', '工业革命', '创始人', '全球化', '上海市', '亿欧']"
474,爱奇艺智能视频科技论坛首发互动视频标准，5G、AI兴起驱动娱乐产业进化,"['视频', '爱奇艺', '论坛', '5g', '产业', '科技', '智能', 'ai']"
475,独家专访 | 依图凭什么敢「卖房子」赌一颗AI芯？,"['依图', '卖房子', '专访', 'ai', '芯片', 'questcore', '算法', '视频']"
476,早发现早治疗系列之乳腺癌：DL模型为患者争取五年治疗时间,"['乳腺癌', 'dl', '模型', '患上', 'auc', '女性', '非裔', 'tc']"
477,对抗样本并非bug，它们只是特征罢了,"['bug', '稳健性', '非稳健', '研究者', '模型', '脆弱性', '分类器', '数据']"
478,颠覆传统计算架构：光神经网络硬件登上Nature,"['硬件', 'nature', '登上', '神经网络', '光学', '神经元', '突触', '光子']"
479,基于Python实现交互式数据可视化的工具(用于Web),"['用于web', '交互式', '可视化', '实现', 'python', '数据', 'plotly', 'altair']"
480,金融风控反欺诈之图算法,"['之图', '风控', '金融', '算法', '节点', '游走', '权重', 'node']"
481,重磅！MobileNetV3 来了！,"['mobilenetv3', 'mobilenetv2', '精度', 'large', 'imagenet', '下图', 'search', '模型']"
482,亚马逊的Alexa的语义分析性能得到大幅度提高,"['alexa', '大幅度提高', '亚马逊', 'music', 'play', '插槽', 'list', 'add']"
483,可提前5年预测乳腺癌风险！MIT科学家带来检测乳腺癌最新AI模型,"['乳腺癌', '带来', '科学家', 'mit', '预测', '最新', '模型', 'ai']"
484,旷视科技完成7.5亿美元D轮融资，估值达40亿美元,"['旷视科技', '估值', '融资', '旷视', '中银']"
485,贫乏，是我对凌晨谷歌 I/O 大会的唯一感受,"['谷歌', '苹果', 'pixel', '游戏', '流媒体', 'google', '硬件', '亚马逊']"
486,蚂蚁金服开源的机器学习工具 SQLFlow，有何特别之处？,"['sqlflow', '特别之处', '有何', '金服', '开源', 'sql', 'ai', 'go']"
487,面向NLP场景应用的智能辅助建模（一）简介,"['建模', 'nlp', '应用', '智能', '客服', '形式化', '业务人员', '模型']"
488,同济和华为诺亚提出：渐进式可微网络结构搜索，显著提升可微式搜索的性能和稳定性，已开源,"['稳定性', '网络结构', '诺亚', '可微', '同济', '可微式', '渐进式', '华为']"
489,广义相对论与深度学习能够碰撞出什么火花？高通AI Research最新研发成果一览,"['相对论', '高通', 'research', '最新', '深度学习', 'ai', '侯纪磊', 'cnn']"
490,不会编程没关系，这些平台让你秒变语音程序开发师,"['程序开发', '平台', '编程', '应用程序', 'voiceflow', 'alexa', 'storyflow', 'ldquo']"
491,基于Python的遗传算法特征约简（附代码）,"['遗传算法', '约简', 'python', '代码', 'nbsp', 'fitness', 'best', 'dices']"
492,AutoML研究综述：让AI学习设计AI,"['automl', 'ai', '综述', 'et', 'al', 'cash', '算法', '领域专家']"
493,AI协助开发复杂疾病靶点，阿斯利康达成合作,"['靶点', '阿斯利康', 'ai', 'benevolent', 'astrazeneca', 'drug', 'discovery', 'ckd']"
494,用人工神经网络控制猴子大脑，MIT科学家做到了,"['人工神经网络', '科学家', 'mit', '神经元', '模型', '位点', 'dicarlo', 'controller']"
495,尖叫连连！这是谷歌I/O带来的新惊喜：智能助手零延迟对话、3D鲨鱼「上舞台」,"['带来', '3d', '谷歌', '智能', 'pixel', '安卓', 'live', '3a']"
496,不让影像AI走医疗软件招标老路，同心医联用独有商业闭环已实现盈利,"['不让', '联用', '闭环', '实现', '医疗', 'ai', '医联', '医院']"
497,20个安全可靠的免费数据源，各领域数据任你挑,"['数据源', '任你挑', '安全可靠', '数据', 'data', 'https', 'dataset']"
498,亮风台完成1.2亿元B+轮融资，加速AR平台商业化进程,"['亮风台', '商业化', 'ar', '融资', '平台', 'capital']"
499,从IDC报告看百度云如何执掌云计算王国的「立法权」,"['立法权', 'idc', '报告', '百度', '智能', 'abc', '产业', '增速']"
500,李航《统计学习方法》第二版上线，6 年耕耘增加无监督学习（新书赠送）,"['李航', '统计学习方法', '本书', '马尔可夫', '算法', '参考文献']"
501,Github标星过万，Python新手100天学习计划，这次再学不会算我输！,"['标星', '再学', 'github', 'python', '知识点', '入门', '进阶']"
502,让Keras更酷一些：中间变量、权重滑动和安全生成器,"['变量', '生成器', '更酷', '权重', 'keras', 'self', 'weights', 'ema']"
503,另辟蹊径，微软小娜能否成功转型？,"['小娜', '微软', '舒曼', '亚马逊', 'ws', '谷歌', 'siri', '苹果']"
504,用人工神经网络控制真实大脑，MIT的科学家做到了,"['人工神经网络', '科学家', 'mit', '神经元', '模型', '位点', 'dicarlo', 'controller']"
505,CVPR 2019 | 基于级联生成式与判别式学习的乳腺钼靶微钙化检测,"['判别式', '生成式', '靶微', '级联', 'cvpr', 'asn', '检出']"
506,如何高效解决图相似性学习任务？DeepMind提出超越GNN的图匹配网络,"['相似性', 'nn', 'deep', '提出', 'gmn', '模型', '二元', '跨图']"
507,Win10集成Linux，推出全新命令行工具：微软Build大会全部亮点揭晓,"['ux', 'build', '命令行', '微软', 'ws', 'net', 'do']"
508,精度无损，体积压缩70%以上，百度PaddleSlim为你的模型瘦身,"['paddleslim', '精度', '百度', '模型', '量化', 'mobilenetv1', 'train']"
509, 十余行代码完成迁移学习，PaddleHub实战篇,"['paddlehub', '实战篇', '十余行', '代码', 'quot', 'tune', 'module', 'mag']"
510,目标检测：Segmentation is All You Need ？,"['segmentation', 'you', 'all', 'need', 'anchor', '算法', '像素', 'coco']"
511,阿里巴巴开源轻量级深度神经网络推理引擎MNN,"['阿里巴巴', '推理', 'nn', '深度', '开源', '神经网络', 'avg', 'max']"
512,自动驾驶与车联网引发了谁的焦虑与困惑? 这场三方闭门会议说明答案,"['三方', '这场', '会议', '车厂', '高精', '地图', '汽车', '买车']"
513,谷歌母公司Alphabet一季度财报公布：增长放缓 营收下滑,"['alphabet', '财报', '母公司', '放缓', '一季度', '营收', '谷歌']"
514,何晖光：多模态情绪识别及跨被试迁移学习,"['模态', '何晖光', '脑电', 'eeg', '眼动', '映射', '脑机', '模型']"
515,十问BV百度风投：专注医疗前沿技术，打造硬核AI时代的底气,"['bv', '风投', '前沿技术', '十问', '硬核', '医疗', '百度', 'ai']"
516,脑洞大开！机器学习与AI突破（附链接）,"['大开', '脑洞', 'ai', '视频', 'ldquo', 'rdquo', 'wwwkdnuggetscom', 'https']"
517,《细胞》：人工智能创作的「谜之画风」，却意外对了猴子们的胃口,"['谜之画风', '对了', '人工智能', '神经元', 'ponce', 'liv', 'neurons', '参考资料']"
518,跨越时空的「会面」，百度大脑语音合成技术亮相央视,"['央视', '百度', '技术', '袁林昌', '排长', 'ldquo', 'rdquo', '等着我']"
519,当Non-local遇见SENet，微软亚研提出更高效的全局上下文网络,"['senet', 'non', '亚研', 'local', '微软', '提出', 'block', 'nlnet']"
520,除了检查语法，用上深度学习的编辑器也能自动优化代码,"['编辑器', '优化', '深度学习', '代码', 'delta', 'fixer', 'edits', '编码器']"
521,ICLR 2019最佳论文出炉：微软、MILA、MIT获奖,"['mila', 'iclr', 'mit', '微软', '论文', '中奖彩票', '剪枝']"
522,发展第三代人工智能：清华AI研究院基础理论研究中心成立，朱军任主任,"['第三代人工智能', '基础理论研究中心', '朱军任', '清华', 'ai', '人工智能', '张钹', '清华大学']"
523,独家 | 寒武纪二代芯片发布在即，提前解密如何挑战英伟达！,"['寒武纪', '二代', '伟达', '芯片', '思元', '浮点运算', '浮点']"
524,一文读懂统计学与机器学习的本质区别（附案例）,"['统计学', '本质区别', '读懂', '模型', '数据', '回归', '预测', '理论']"
525,以机器人为入口构建老年人健康服务全闭环，养老会是AI的下一个「主战场」吗？,"['闭环', 'ai', '漫谷', '机器人', '科技', 'nbsp', '产品', '邹景璐']"
526,首例！诊断肾脏疾病，AI技术平台获FDA突破性设备认定,"['fda', '突破性', '平台', '技术', 'ai', 'kidney', 'telx', 'renalytix']"
527,一文读懂机器学习中的贝叶斯统计学,"['贝叶斯', '统计学', '读懂', 'nbsp', 'cromwell', '后验', '可能性', 'mises']"
528,清华-福州数据技术研究院发布人才大数据智能服务平台,"['人才', '服务平台', '大数据', '清华', '数据', '技术', '智能', '医疗']"
529,国内工业SaaS最大笔：黑湖智造完成B轮1.5亿元融资,"['黑湖智造', 'saas', 'b轮', '工业', '融资', '黑湖']"
530,CVPR 2019 | 全新缺失图像数据插补框架—CollaGAN,"['collagan', '插补', '框架', 'cvpr', '数据', 'gan', '生成器']"
531,推荐系统之路 (2)：产品聚类,"['聚类', '产品', '推荐系统', '产品名', '向量', 'dbscan', '分组', '预处理']"
532,初入软件「江湖」的萌新需要了解的五个经验教训,"['经验教训', '初入', '萌新', '开发者', '代码', '职业生涯', 'qa', '相关者']"
533,大量GitHub用户遭黑客勒索：不交比特币就公开私有代码,"['比特', '黑客', 'github', '代码', '攻击', '密码', 'git', 'bitbucket']"
534,仅需10分钟：开启你的机器学习之路,"['title', 'python', 'dataset', 'train_df', 'train', 'fare', 'data']"
535,全球及美国首张无人机配送商业化“驾照”先后落地，国内还要多久？,"['无人机', '首张', '商业化', '落地', '美国', '政策', '谷歌', '农村包围城市']"
536,人工智能视觉系统芯片将颠覆产业格局？,"['系统', '视觉', '产业', '芯片', '人工智能', '吴南健', '索尼', '传感器']"
537,2019年医疗产业预测：科技公司看涨，苹果手表发挥积极作用，数据隐私争论继续,"['隐私', '苹果', '医疗', '产业', '科技', '预测', '数据']"
538,用word2vec分析标题，预测文章转发量,"['word2vec', '预测', 'title', 'doc', 'word', 'words', 'text', 'ma']"
539,十余行代码完成迁移学习，百度PaddleHub实战解读,"['paddlehub', '十余行', '百度', '代码', 'quot', 'tune', 'module', 'mag']"
540,不负其名OpenAI，GPT-2模型阶段性公布……,"['openai', 'gpt', '其名', '不负', '阶段性', '模型', '分阶段']"
541,微软机器阅读理解超越人类水平，CoQA数据集得分刷新记录,"['coqa', '刷新记录', '微软', '数据', 'f1', '挑战赛', 'conversational', '问答']"
542,签证原因无法参加ICLR 2019，研究者请愿不在美国举办CS大会,"['研究者', 'cs', '不在', 'iclr', '美国', '请愿书', '赴美']"
543,DeepMind综述深度强化学习中的快与慢，智能体应该像人一样学习,"['智能体', '深度', 'deep', '综述', 'rl', 'episodic', 'meta', '心理学']"
544,数据科学家易犯的十大编码错误，你中招了吗？,"['易犯', '中招', '十大', '数据科学', 'data', 'csv', '代码', 'pickle']"
545,仅用200个样本就能得到当前最佳结果：手写字符识别新模型TextCaps,"['字符识别', 'textcaps', '仅用', '模型', '解码器', '训练样本', 'emnist']"
546,Facebook发布PyTorch 1.1，开源AI模型优化简化工具BoTorch & Ax,"['botorch', 'ax', 'facebook', '优化', 'pytorch', '开源', '模型']"
547,英文教程太难啃？这里有一份TensorFlow2.0中文教程（持续更新中）,"['教程', '太难', '中文', 'tensorflow', 'model', 'layer']"
548,最新Anchor-Free目标检测模型—FoveaBox,"['foveabox', 'anchor', 'free', '最新', '模型', '锚点', '矩形框', 'fovea']"
549,独家 | 前亚马逊大牛跳槽阿里达摩院：一波三折转入高德地图 ,"['达摩院', '高德', '大牛', '地图', '亚马逊', '阿里', '任小枫', 'idst']"
